# LAST EDIT: 22/08/2020 - MITSU
#######################
# PLEASURE/HAREM/RAPE #
#######################
###ÄNSI
#
# PLEASURE
#
hide_deformity_spells;Dissimulate Deformity;;;;;;;;;;;;;;
EVTOPTAspleasure24;How interesting. I'll need another rat.;;;;;;;;;;;;;;
EVTDESCA_spleasure25;You really looked forward the visit of your distant colleague, you'd had a thrilling correspondence in the last months. Yet, now that you have him here, you are starting to seriously question your judgement. The short-sighted fool is dismissing many of your accomplishments, accusing you of using experiments just as a pretence to kill and torture your test subjects. He has even started to threaten you to call authorities to have you answer of some of these supposed transgressions.;;;;;;;;;;;;;;
EVTOPTAspleasure25;Your brain doesn't work. Let me check it.;;;;;;;;;;;;;;
EVTOPTBspleasure25;Allow me then to show you this great brew I tested on rats some time ago...;;;;;;;;;;;;;;
EVTOPTCspleasure25;Maybe he's right?;;;;;;;;;;;;;;
EVTDESCA_spleasure25005;Your colleague finally stops twitching. Some more stitches and he'll be free to go. Of course he was belittling you, the lymph determining his pride and envy were cluttering his brain, you had to remove an entire piece to cure him.;;;;;;;;;;;;;;
EVTOPTAspleasure25005;Ssshhh, it's all over now.;;;;;;;;;;;;;;
EVTDESCA_spleasure26;There's no real difference. Like the rat, the scholar can only look at you from below now, in awe and terror, as he chokes on his own blood. The post-mortem reactions seem to be considerably different from your last tests with rats.;;;;;;;;;;;;;;
EVTOPTAspleasure26;I should try it with more people then...;;;;;;;;;;;;;;
EVTDESCA_spleasure27;Since your youth you've been admired for your intelligence. Yet, at the same time, when you've put it into practice, you've always had people complain and snort, opting for the most stupid of decisions. Like the minor noble in front of you right now, bragging about his mediocre accomplishments and calling your wisdom cowardice and self-entitlement. Why gifted people such as you should suffer idiots of his sort?;;;;;;;;;;;;;;
EVTOPTAspleasure27;If you so desire, I'll humiliate you right now in front of everyone.;;;;;;;;;;;;;;
EVTOPTBspleasure27;Speak on, I'll speak later, to the right people.;;;;;;;;;;;;;;
EVTOPTCspleasure27;If I answered in kind, I'd be as stupid as he is.;;;;;;;;;;;;;;
EVTDESCA_spleasure28;When you're finished with him, the courtier is so ashamed he cannot spit a word back. As if it wasn't enough recounting his many failings, you inflame the court against him and he's soon driven out by shouts and threats.;;;;;;;;;;;;;;
EVTOPTAspleasure28;See?;;;;;;;;;;;;;;
EVTDESCA_spleasure29;Seeing you not answering him, the courtier keeps on bragging, finally leaving the room when satisfied with his work. In a few days you send your people to the countryside, spreading enough vicious rumours to utterly destroy his reputation, while at the same time maintaining yours.;;;;;;;;;;;;;;
EVTOPTAspleasure29;That's where the genius lies.;;;;;;;;;;;;;;
EVTDESCA_spleasure30;The events at court in the last weeks still haunt you. The thrill, the satisfaction of having the entire court hanging from your lips, then pitted against that insufferable idiot... It wouldn't be bad to feel it again.;;;;;;;;;;;;;;
EVTOPTAspleasure30;There's plenty of fools, it's only a question of time.;;;;;;;;;;;;;;
EVTOPTCspleasure30;No, it's not warranted.;;;;;;;;;;;;;;
EVTDESCA_spleasure31;You are about to send another peasant off to his ironic and well fitted punishment, when one of your spies comes whispering into your ears the bragging courtier is dead by his own hand. He committed suicide to escape the shame.;;;;;;;;;;;;;;
EVTOPTAspleasure31;Ah! Thus proving once more what a fool he was!;;;;;;;;;;;;;;
EVTDESCA_spleasure32;You've always had a sweet tooth and enjoyed foods of all sorts, filling your belly with exotic delicacies gives you an indescribable sense of satisfaction. Yet many at court frown on your taste as inappropriate for an Elven noblewoman.;;;;;;;;;;;;;;
EVTDESCB_spleasure32;You've always had a sweet tooth and enjoyed foods of all sorts, filling your belly with exotic delicacies gives you an indescribable sense of satisfaction. Yet many at court frown on your taste as inappropriate for an Elven nobleman.;;;;;;;;;;;;;;
EVTDESCC_spleasure32;You've always exercised caution and moderation in your meals, as befitting an Elven noblewoman, yet sometimes it's really hard to say no to some new delicacy, have your stomach growl and be content with roots and vegetables.;;;;;;;;;;;;;;
EVTDESCD_spleasure32;You've always exercised caution and moderation in your meals, as befitting an Elven nobleman, yet sometimes it's really hard to say no to some new delicacy, have your stomach growl and be content with roots and vegetables.;;;;;;;;;;;;;;
EVTDESCE_spleasure32;Nobody can deny you enjoy a good celebration every once in a while. The thing is, as of late, nothing seems to excite you anymore. After years of experience, it seems you're out of ideas...;;;;;;;;;;;;;;
EVTOPTAspleasure32;They're wrong, I don't care!;;;;;;;;;;;;;;
EVTOPTBspleasure32;Maybe I could use a little moderation...;;;;;;;;;;;;;;
EVTOPTCspleasure32;A little indulgence won't hurt...;;;;;;;;;;;;;;
EVTOPTDspleasure32;No, I'm committed.;;;;;;;;;;;;;;
EVTOPTEspleasure32;Or maybe not... Just need to dig *deeper*...;;;;;;;;;;;;;;
EVTOPTFspleasure32;Well, that happens when you live for centuries...;;;;;;;;;;;;;;
EVTDESCA_spleasure33;Why did you even doubt yourself? This is the way you like spending your life. Why negate some simple pleasure to try and reach the unattainable ideal of Elven beauty?;;;;;;;;;;;;;;
EVTOPTAspleasure33;They are just bones wrapped in judgemental skin.;;;;;;;;;;;;;;
EVTDESCA_spleasure34;Having to let yourself go for a while was nice and all, but now you worry if you're not overdoing with all the large meals.;;;;;;;;;;;;;;
EVTOPTAspleasure34;Just one more snack...;;;;;;;;;;;;;;
EVTDESCA_spleasure35;Your wild feast seems a success, there's all sort of grotesque entertainment going on, things to make an Asur blush. You're having the time of your life, when some stupid page has the gall to voice his absolute repulsion for the whole spectacle, calling your guests weakling sycophants and you a depraved vixen with no shame, as if being the only one in the room to be still dressed gave him more nobility than the one in your blood.;;;;;;;;;;;;;;
EVTDESCB_spleasure35;Your wild feast seems a success, there's all sort of grotesque entertainment going on, things to make an Asur blush. You're having the time of your life, when some stupid page has the gall to voice his absolute repulsion for the whole spectacle, calling your guests weakling sycophants and you a libidinous pervert with no shame, as if being the only one in the room to be still dressed gave him more nobility than the one in your blood.;;;;;;;;;;;;;;
EVTOPTAspleasure35;Pile on him! Pile on him!;;;;;;;;;;;;;;
EVTOPTBspleasure35;Maybe we've gone a tad bit too far...;;;;;;;;;;;;;;
EVTDESCA_spleasure36;When you wake up in the morning in the garden, naked and wrapped around in a fur cloak by the statue of an Elven God-like, you can barely remember what exactly happened the night before. One thing was clear: it was awesome.;;;;;;;;;;;;;;
EVTOPTAspleasure36;And whatever happened to that servant?;;;;;;;;;;;;;;
EVTDESCA_spleasure37;Ignoring the courtiers' prattling seemed to quell your conscience for some time, yet now you are starting to notice how less and less dresses fit you and how tiring moving has become. You can barely fit your behind on the throne any more.;;;;;;;;;;;;;;
EVTOPTAspleasure37;I don't mind, it's all so good!;;;;;;;;;;;;;;
EVTOPTBspleasure37;What am I becoming? Enough of this!;;;;;;;;;;;;;;
EVTDESCA_spleasure38;Why others even care so much? Should you starve yourself like a peasant? They're only envious of you, that's all, they know what they're missing out. Maybe you should show them, some time...;;;;;;;;;;;;;;
EVTOPTAspleasure38;Why not?;;;;;;;;;;;;;;
EVTDESCA_spleasure39;The Gods teach moderation and abstinence, but you've always had trouble with it. Is it so wrong to lay down for a while and enjoy a good glass of wine with some friends? Or a barrel of mead?;;;;;;;;;;;;;;
EVTDESCB_spleasure39;Khaine is not soft on weakness, but you've always had trouble with it. Is it so wrong to lay down for a while and enjoy a good glass of wine with some friends? Or a barrel of mead?;;;;;;;;;;;;;;
EVTDESCC_spleasure39;You've always followed the austere dictates of the Gods, always kept your mind clear to better fight corruption and Chaos. Yet, sometimes you envy the simple joys of inebriation and carousing. Would it be so wrong to give into it once in a while?;;;;;;;;;;;;;;
EVTDESCD_spleasure39;You've never let your guard down and kept your mind clear and sharp to fight your enemies. Yet, sometimes you envy the simple joys of inebriation and carousing. Would it be so wrong to give into it once in a while?;;;;;;;;;;;;;;
EVTDESCE_spleasure39;Nobody can deny you enjoy a good celebration every once in a while. The thing is, as of late, nothing seems to excite you anymore. After years of experience, it seems you're out of ideas...;;;;;;;;;;;;;;
EVTOPTAspleasure39;I'll drink to that.;;;;;;;;;;;;;;
EVTOPTBspleasure39;Maybe I should spend more time sober...;;;;;;;;;;;;;;
EVTOPTCspleasure39;A little sip won't really hurt...;;;;;;;;;;;;;;
EVTOPTDspleasure39;Doesn't matter. Can't afford to risk.;;;;;;;;;;;;;;
EVTOPTEspleasure39;Or maybe not... Just need to dig *deeper*...;;;;;;;;;;;;;;
EVTOPTFspleasure39;Well, the desensitization comes when you live for centuries...;;;;;;;;;;;;;;
EVTDESCA_spleasure40;Why worry about the Gods? Surely they drink too from time to time. You remember seeing a statue of one holding a bottle. Or did you put it there one of your nights out? The memory is blurry right now...;;;;;;;;;;;;;;
EVTOPTAspleasure40;If it fitted, it means *he* wanted it!;;;;;;;;;;;;;;
EVTDESCA_spleasure41;Since you started drinking, every night is a party, things normally so bland, suddenly become hilarious through the alcohol induced stupor. How could you miss all this for so long?;;;;;;;;;;;;;;
EVTOPTAspleasure41;Ah ah!;;;;;;;;;;;;;;
EVTDESCA_spleasure42;Your wild feast seems a success, there's all sort of grotesque entertainment going on, things to make an Asur blush. You're having the time of your life, when some stupid page has the gall to voice his absolute repulsion for the whole spectacle, calling your guests weakling sycophants and you a depraved vixen with no shame, as if being the only one in the room to be still dressed gave him more nobility than the one in your blood.;;;;;;;;;;;;;;
EVTDESCB_spleasure42;Your wild feast seems a success, there's all sort of grotesque entertainment going on, things to make an Asur blush. You're having the time of your life, when some stupid page has the gall to voice his absolute repulsion for the whole spectacle, calling your guests weakling sycophants and you a libidinous pervert with no shame, as if being the only one in the room to be still dressed gave him more nobility than the one in your blood.;;;;;;;;;;;;;;
EVTOPTAspleasure42;Pile on him! Pile on him!;;;;;;;;;;;;;;
EVTOPTBspleasure42;Maybe we've gone a tiny winy too far...;;;;;;;;;;;;;;
EVTDESCA_spleasure43;When you wake up in the morning in the garden, naked and wrapped in a fur cloak by the statue of an Elven God-like, you can barely remember what exactly happened the night before. One thing was clear: it was awesome.;;;;;;;;;;;;;;
EVTOPTAspleasure43;And whatever happened to that servant?;;;;;;;;;;;;;;
EVTDESCA_spleasure44;As a mockery from the Gods themselves, the sense of inebriation has started to fade in the last days. Doesn't matter how much you drink, you can only get so little enjoyment from it.;;;;;;;;;;;;;;
EVTOPTAspleasure44;Time to move to something stronger than alcohol.;;;;;;;;;;;;;;
EVTOPTBspleasure44;It's probably a sign of mercy. Enough of this.;;;;;;;;;;;;;;
EVTDESCA_spleasure45;You were right, alcohol was just the tip of a great new universe of sensation you've unlocked. There are so many substances, so many ways to see the world... And those narrow-minded fools see it as weakness?;;;;;;;;;;;;;;
EVTOPTAspleasure45;I could show them...;;;;;;;;;;;;;;
EVTDESCA_spleasure46;Asur frown upon the weak temptation of the flesh, yet you've always had a hard time adhering to this principle. Even worst, recently nothing seems to satisfy your lust anymore. Luckily a bard that has recently come to your court gave you a good impression he could help.;;;;;;;;;;;;;;
EVTDESCB_spleasure46;Asur frown upon the weak temptation of the flesh, yet you've always had a hard time adhering to this principle. Even worst, recently nothing seems to satisfy your lust anymore. Luckily a bard that has recently come to your court gave you a good impression he could help.;;;;;;;;;;;;;;
EVTDESCC_spleasure46;Druchii women aren't exactly known for their modesty and you are no exception. Yet your lust has run somewhat dry in the last years, nothing seems to enflame it anymore.;;;;;;;;;;;;;;
EVTDESCD_spleasure46;Druchii don't mind employing all of their skills to get the favour of a Sorceress or some other Matriarch, that doesn't mean one should not enjoy the process of getting it. Sadly, as of late, you've had a hard time satisfying your lust.;;;;;;;;;;;;;;
EVTDESCE_spleasure46;You've always been praised by other Asur for your modesty and for how gracefully you've protected your virtue. Yet, from time to time, you have... yearnings.;;;;;;;;;;;;;;
EVTDESCF_spleasure46;You've always been praised by other Asur for your clear-mindedness and for how gracefully and respectfully you've treated the opposite sex. Yet, from time to time you wonder how could it be to act as some lesser kins do...;;;;;;;;;;;;;;
EVTDESCG_spleasure46;Druchii women aren't exactly known for their modesty, your prudish tendencies have always been derided amongst your peers. How could sex ever help a woman in social climbing anyway?;;;;;;;;;;;;;;
EVTDESCH_spleasure46;You've always just wanted to mind your own plots and raids, yet you have Witches and Sorceresses of all kinds walking around half-naked day in day out. How is someone to keep his head clear and plan anything in these conditions?;;;;;;;;;;;;;;
EVTOPTAspleasure46;I could try a stronger approach.;;;;;;;;;;;;;;
EVTOPTBspleasure46;The fire will return, eventually.;;;;;;;;;;;;;;
EVTOPTEspleasure46;Maybe I could try something more... unorthodox? Just once?;;;;;;;;;;;;;;
EVTOPTFspleasure46;I... no, no, no, I just can't.;;;;;;;;;;;;;;
EVTDESCA_spleasure47;You push the young man on the floor, sinking your nails into his skin and twisting his arm. The woman joins you with a whip, trying to catch you off guard, but you take her wrist in time.;;;;;;;;;;;;;;
EVTDESCB_spleasure47;You push the young woman on the floor, sinking your nails into his skin and twisting his arm. The man joins you with a whip, trying to catch you off guard, but you take her wrist in time.;;;;;;;;;;;;;;
EVTOPTAspleasure47;Give it to me!;;;;;;;;;;;;;;
EVTOPTBspleasure47;That's enough for today.;;;;;;;;;;;;;;
EVTDESCA_spleasure48;You lick the blood off your hands, wrapped around the two young quivering mates. You weren't so sure at the beginning, but now all sorts of nice ideas are coming to your mind for the next sessions, you've been really missing out on something...;;;;;;;;;;;;;;
EVTOPTAspleasure48;Maybe I'll pick someone else, too.;;;;;;;;;;;;;;
EVTDESCA_spleasure49;The young man straps you tighter to the bed, spitting on you and glancing at the tools to see what to use next.;;;;;;;;;;;;;;
EVTDESCB_spleasure49;The young woman straps you tighter to the bed, spitting on you and glancing at the tools to see what to use next.;;;;;;;;;;;;;;
EVTOPTAspleasure49;Yes! Yes, tell me how I deserve this!;;;;;;;;;;;;;;
EVTOPTBspleasure49;That's too much, stop!;;;;;;;;;;;;;;
EVTDESCA_spleasure50;Once the traveller leaves you tied up in the bed, you are exhausted, but at the same time, you still yearn for more. There must be other interesting ways to experience what you did, you could make some research.;;;;;;;;;;;;;;
EVTOPTAspleasure50;Yes, very deep research.;;;;;;;;;;;;;;
EVTDESCA_spleasure51;You are rightfully and justly feared by your servants and vassals alike, as proper Druchii highborn should. You are just wondering how more enjoyment did you find in exacting your punishments when a servants trips you by accident.;;;;;;;;;;;;;;
EVTDESCB_spleasure51;Several at court seem to dislike your harsh methods. You are just wondering how more enjoyment did you find in exacting your punishments when a courtier dares to speak against your final verdict on a peasant.;;;;;;;;;;;;;;
EVTDESCC_spleasure51;You never really liked violence, much to the ridicule of your Druchii peers. When a farmer you just pardoned ends up in court again for stealing and pleads to you, you start seeing their point.;;;;;;;;;;;;;;
EVTDESCD_spleasure51;You've always kept true to the Gods and exerted kindness and good judgement in your actions. Yet, sometimes, the stupidity of your servants, the mockery of your courtiers, they really push you to edge.;;;;;;;;;;;;;;
EVTOPTAspleasure51;You miserable wretch!;;;;;;;;;;;;;;
EVTOPTBspleasure51;You know what? He's beneath me.;;;;;;;;;;;;;;
EVTOPTEspleasure51;That's it! Now you're getting it!;;;;;;;;;;;;;;
EVTOPTFspleasure51;Patience, patience...;;;;;;;;;;;;;;
EVTDESCA_spleasure52;The courtier cries for forgiveness at every lash, but you still feel like he's not had enough. Exacting the punishment by yourself, without the jailer, makes it feel so much more intimate and satisfying.;;;;;;;;;;;;;;
EVTDESCB_spleasure52;The servant cries for forgiveness at every lash, but you still feel like he's not had enough. Exacting the punishment by yourself, without the jailer, makes it feel so much more intimate and satisfying.;;;;;;;;;;;;;;
EVTOPTAspleasure52;You think it's over? We're just getting started here.;;;;;;;;;;;;;;
EVTOPTBspleasure52;I think you've learned your lesson.;;;;;;;;;;;;;;
EVTDESCA_spleasure53;You emerge the dungeon soaked in blood and with a heavy breath. The new prisoner is not getting out for some time. The wonders you did to him... It was almost artistic.;;;;;;;;;;;;;;
EVTOPTAspleasure53;We need to do this more often.;;;;;;;;;;;;;;
EVTDESCA_spleasure54;You have the farmer flogged on the public square. He almost looked surprised at your verdict, probably he hoped to get free again. Not anymore. And besides, watching the executioner rip the flesh from his back is so gratifying...;;;;;;;;;;;;;;
EVTDESCB_spleasure54;The maiden deserved that punishment, she was clumsy and irresponsible. It was so gratifying and just to give to her her rightful punishment.;;;;;;;;;;;;;;
EVTOPTAspleasure54;It's your fault! You brought this upon yourself.;;;;;;;;;;;;;;
EVTOPTBspleasure54;I'm so sorry, I don't know what came to me!;;;;;;;;;;;;;;
EVTDESCA_spleasure55;Each wound... Is like a painting celebrating justice, it's almost inebriating. Kindness doesn't mean foolishness after all. One needs to be harsh to be loving.;;;;;;;;;;;;;;
EVTOPTAspleasure55;Indeed.;;;;;;;;;;;;;;
EVTDESCA_spleasure56;You've discovered new depths of pleasure that most people can only dream of. Why not bestow your knowledge to others as well? You've gained the 'Twist' targeted decision.;;;;;;;;;;;;;;
EVTOPTAspleasure56;Magnificent.;;;;;;;;;;;;;;
EVTDESCA_spleasure57;You awoke with a sense of choking. You gasped, searching for air, but something large and wet is blocking your mouth. It takes some time to realize it is your very tongue, overgrown and blackened to unnatural proportions.;;;;;;;;;;;;;;
EVTOPTAspleasure57;I can hide it, with magic!;;;;;;;;;;;;;;
EVTOPTBspleasure57;There must be some way to mask this...;;;;;;;;;;;;;;
EVTOPTCspleasure57;No point in hiding it.;;;;;;;;;;;;;;
EVTDESCA_spleasure58;There something itching on your head. When you move your hand up to scratch yourself, you realize two twisted horns are spurring from your forehead.;;;;;;;;;;;;;;
EVTOPTAspleasure58;I can hide them, with magic!;;;;;;;;;;;;;;
EVTOPTBspleasure58;There must be some way to mask this...;;;;;;;;;;;;;;
EVTOPTCspleasure58;No point in hiding it.;;;;;;;;;;;;;;
EVTDESCA_spleasure59;It takes sometime to recognize the image you see in the reflection of your mirror. Some invisible hand has touched your features, blessing you with nobler traits.;;;;;;;;;;;;;;
EVTOPTAspleasure59;Works for me.;;;;;;;;;;;;;;
EVTDESCA_spleasure60;It takes sometime to recognize the image you see in the reflection of your mirror. Some invisible hand has touched your features, cursing you with obscene traits.;;;;;;;;;;;;;;
EVTOPTAspleasure60;Beauty is subjective.;;;;;;;;;;;;;;
EVTDESCA_spleasure61;There so much still to do, every new accomplishment in the heights of pleasure is overshadowed by a new greater compulsion. Will you ever be able to reach true perfection?;;;;;;;;;;;;;;
EVTOPTAspleasure61;Of course I will!;;;;;;;;;;;;;;
EVTDESCA_spleasure62;With a clever use of your skills, you managed to hide your deformity, so as to pass like any normal person when in public.;;;;;;;;;;;;;;
EVTOPTAspleasure62;There must be a permanent solution...;;;;;;;;;;;;;;
EVTDESCA_spleasure63;You hoped to hide your overgrown tongue, but no matter what, your courtiers soon caught on your act and rumours already started to spread.;;;;;;;;;;;;;;
EVTOPTAspleasure63;Curses!;;;;;;;;;;;;;;
EVTDESCA_spleasure64;You hoped to hide your new horns, but no matter what, your courtiers soon caught on your act and rumours already started to spread.;;;;;;;;;;;;;;
EVTOPTAspleasure64;Curses!;;;;;;;;;;;;;;
EVTDESCA_spleasure65;You've been exposed as a twisted servant of the Dark Powers.;;;;;;;;;;;;;;
EVTOPTAspleasure65;Preposterous!;;;;;;;;;;;;;;
EVTDESCA_spleasure66;[From.GetTitledFirstName] has been exposed as a servant of the Dark Prince of Pleasure.;;;;;;;;;;;;;;
EVTOPTAspleasure66;Time to come out and play.;;;;;;;;;;;;;;
EVTOPTBspleasure66;How unexpected!;;;;;;;;;;;;;;
EVTDESCA_spleasure67;[From.GetTitledFirstName] has been exposed as a servant of the Dark Prince of Pleasure.;;;;;;;;;;;;;;
EVTOPTAspleasure67;Time to come out and play.;;;;;;;;;;;;;;
EVTOPTBspleasure67;How unexpected!;;;;;;;;;;;;;;
EVTDESCspleasure.69;You've decided to pick [From.GetFirstName] as the object of your attentions. What should you do with [From.GetHerHim]?;;;;;;;;;;;;;;
EVTOPTAspleasure.69;Toy with [From.GetHerHis] mind.;;;;;;;;;;;;;;
EVTOPTBspleasure.69;Titillate [From.GetHerHis] perception.;;;;;;;;;;;;;;
EVTOPTCspleasure.69;Tease [From.GetHerHis] cravings.;;;;;;;;;;;;;;
EVTOPTDspleasure.69;Inflame [From.GetHerHis] lust.;;;;;;;;;;;;;;
EVTOPTEspleasure.69;I changed my mind, [From.GetSheHe] bores me.;;;;;;;;;;;;;;
EVTDESCspleasure.71;A little nudge here and there and [From.GetFirstName] has already started craving to better [From.GetHerHim]self, the first true step in the search for perfection.;;;;;;;;;;;;;;
EVTOPTAspleasure.71;But [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.71;I'll approach [From.GetHerHim].;;;;;;;;;;;;;;
EVTDESCspleasure.72;Despite your efforts, [From.GetFirstName] still remains set in a complacent and sappy mindset, content with [From.GetHerHim]self.;;;;;;;;;;;;;;
EVTOPTAspleasure.72;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.72;I'll approach [From.GetHerHim] anyway.;;;;;;;;;;;;;;
EVTDESCspleasure.73;You're attending at a feast in a foreign court when a masked figure comes close and starts talking to you. You spend hours discussing on the matters of beauty and pleasure and you start wondering if the man is trying to persuade you to join some cult.;;;;;;;;;;;;;;
EVTOPTAspleasure.73;This looks really interesting!;;;;;;;;;;;;;;
EVTOPTBspleasure.73;Thanks, but no thanks.;;;;;;;;;;;;;;
EVTDESCspleasure.74;You approached [From.GetFirstName] during a public event and talked with [From.GetHerHim] for some time, until you finally convinced [From.GetHerHim] of the error of [From.GetHerHis] ways. Your new pet is eager to know and experience more.;;;;;;;;;;;;;;
EVTOPTAspleasure.74;Perfect.;;;;;;;;;;;;;;
EVTDESCspleasure.75;You approached [From.GetFirstName] during a public event and talked with [From.GetHerHim] for some time, but in the end, there was no way of convincing [From.GetHerHim] of loosening up, even just a little, to understand the error of [From.GetHerHis] ways.;;;;;;;;;;;;;;
EVTOPTAspleasure.75;This is a lost cause.;;;;;;;;;;;;;;
EVTDESCspleasure.77;A missing guard here, a misguided message there, it's hilarious how little things can twist someone's mind. [From.GetFirstName] has been on the edge for days, fearing for non-existent plots against [From.GetHerHim].;;;;;;;;;;;;;;
EVTOPTAspleasure.77;Give it more time...;;;;;;;;;;;;;;
EVTOPTBspleasure.77;I'll approach [From.GetHerHim].;;;;;;;;;;;;;;
EVTDESCspleasure.78;Despite your efforts, [From.GetFirstName] still remains set in a complacent and trusting mindset, content with [From.GetHerHim]self.;;;;;;;;;;;;;;
EVTOPTAspleasure.78;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.78;I'll approach [From.GetHerHim] anyway.;;;;;;;;;;;;;;
EVTDESCspleasure.80;Some well-placed rumours are all that takes to inflate someone's opinion. [From.GetFirstName] is filled with pride and would do anything to satiate [From.GetHerHis] thirst for flattery right now.;;;;;;;;;;;;;;
EVTOPTAspleasure.80;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.80;I'll approach [From.GetHerHim] now.;;;;;;;;;;;;;;
EVTDESCspleasure.81;You tried to make [From.GetFirstName] respect [From.GetHerHim]self more, but the humility and self-loathing seem to be strong in this one.;;;;;;;;;;;;;;
EVTOPTAspleasure.81;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.81;I'll approach [From.GetHerHim] anyway.;;;;;;;;;;;;;;
EVTDESCspleasure.83;Some nosy servants and anonymous gifts allowed [From.GetFirstName] to try some of the more exotic and pleasurable things in life, now that [From.GetSheHe] has gained an interest, nothing seems to satiate it.;;;;;;;;;;;;;;
EVTOPTAspleasure.83;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.83;I'll approach [From.GetHerHim] now.;;;;;;;;;;;;;;
EVTDESCspleasure.84;Despite your efforts, [From.GetFirstName] remains a bland and frugal person, boring in [From.GetHerHis] interests as much as in [From.GetHerHis] character.;;;;;;;;;;;;;;
EVTOPTAspleasure.84;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.84;I'll approach [From.GetHerHim] anyway.;;;;;;;;;;;;;;
EVTDESCspleasure.86;Making sure the right servants slipped the right beverage in the right chalice is an art in itself. Now [From.GetFirstName] has already started to develop a more interesting and colourful personality.;;;;;;;;;;;;;;
EVTOPTAspleasure.86;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.86;I'll approach [From.GetHerHim] now.;;;;;;;;;;;;;;
EVTDESCspleasure.88;Boytoys and wenches aren't hard to find and they can make the most believable actors when paid enough. It is delightful to think how one can be able to create love with precision and intent. For as long as [From.GetFirstName] believe them, isn't it true love?;;;;;;;;;;;;;;
EVTOPTAspleasure.88;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.88;I'll approach [From.GetHerHim] now.;;;;;;;;;;;;;;
EVTDESCspleasure.89;Using minor instruments to exact your art is demeaning and obviously can lead to gross mistakes. The help you hired to drag [From.GetFirstName] out of [From.GetHerHis] bland and uninteresting shyness has likely had the entire opposite effect.;;;;;;;;;;;;;;
EVTOPTAspleasure.89;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.89;I'll approach [From.GetHerHim] anyway.;;;;;;;;;;;;;;
#
# HAREM
#
EVTDESCharemsins001;You've decided to take a break and retire with your beloved boytoys in your palace. With plenty of servants, food and drinks, it might be what it takes to find some relief from the pressures of command.;;;;;;;;;;;;;;
EVTOPTAharemsins001;Let the fun start!;;;;;;;;;;;;;;
EVTDESCharemsins002;It was a good time, but you can't ignore your responsibilities forever. With a heavy heart, you finally called off your thralls and ordered the servants to clean up the mess.;;;;;;;;;;;;;;
EVTOPTAharemsins002;Time to get back to rule!;;;;;;;;;;;;;;
EVTDESCharemsins003;All these days spent with servants coming at your every word and loving beautiful youngsters whispering sweet things into your ears have really made you understand what a wonderful and special person you are.;;;;;;;;;;;;;;
EVTOPTAharemsins003;I'm so beautiful and smart!;;;;;;;;;;;;;;
EVTDESCharemsins004;A drink goes down and another barrel is empty. All this merriment and euphoria are just what you needed to relax.;;;;;;;;;;;;;;
EVTOPTAharemsins004;Pour in some more mead!;;;;;;;;;;;;;;
EVTDESCharemsins005;Having not to worry about battle plans and plots and just try out the last exotic delicacies with your thralls is just what you needed. Eating enough to have your belly filling your lap is an acquired taste in itself.;;;;;;;;;;;;;;
EVTOPTAharemsins005;Hmmmm...;;;;;;;;;;;;;;
EVTDESCharemsins006;You already knew what you were getting into with your vacation, but after some days of unrestrained passion you hardly understand how could you go on without any.;;;;;;;;;;;;;;
EVTOPTAharemsins006;Call in that pretty servant over there!;;;;;;;;;;;;;;
EVTDESCharemsins007;It seems your celebration has had some collateral results. Your pregnancy is starting to show, with all its unpleasant effects, and you've been forced to call off the festivities.;;;;;;;;;;;;;;
EVTOPTAharemsins007;That's so unfair...;;;;;;;;;;;;;;
EVTDESCharemsins008;Every day is just another pleasant day of doing nothing. You can hardly think about getting back to your duties anymore. After all, you have servants to deal with those.;;;;;;;;;;;;;;
EVTOPTAharemsins008;Bring me... do... I don't even...;;;;;;;;;;;;;;
EVTDESCharemsins009;Spending such a great  time with other people doing all sorts of things is really helping to let you appreciate the joys of being with others.;;;;;;;;;;;;;;
EVTOPTAharemsins009;We're all having lots of fun here!;;;;;;;;;;;;;;
EVTDESCharemsins010;Why worry about wars, plots and conquest when someone can find joy and love already?;;;;;;;;;;;;;;
EVTOPTAharemsins010;I've already all that I need.;;;;;;;;;;;;;;
EVTDESCharemsins011;The last thrall forces another choke of meat down your throat and the cycle begins anew. With their help you've eaten more in these days than you have in your entire life. Yet, no matter how bloated and sweaty you've become, you just can't stop asking for more.;;;;;;;;;;;;;;
EVTOPTAharemsins011;*omnomnomnomnom*;;;;;;;;;;;;;;
